Date,canada_cases,japan_cases,italy_cases,uk_cases,germany_cases,france_cases,canada_1lag,japan_1lag,italy_1lag,uk_1lag,germany_1lag,france_1lag,canada_2lag,japan_2lag,italy_2lag,uk_2lag,germany_2lag,france_2lag,canada_3lag,japan_3lag,italy_3lag,uk_3lag,germany_3lag,france_3lag,canada_ma,japan_ma,italy_ma,uk_ma,germany_ma,france_ma,canada_pt,japan_pt,italy_pt,uk_pt,germany_pt,france_pt,dow
2020-04-02T00:00:00.000+0000,1724,317,4668,4244,6365,2116,1033,225,4782,4324,6064,4861,1129,87,4053,3009,4923,4959,1118,0,4050,2619,4790,4376,1034.5714285714287,158.28571428571428,4941.142857142857,3151.4285714285716,5610.285714285715,3904.4285714285716,1.401731076702721,1.5211928546674345,1.4461991094141624,1.0982617218877049,1.7631387727819745,1.0171891859732596,5
2020-04-03T00:00:00.000+0000,1153,122,4585,4450,6365,4959,1724,317,4668,4244,6365,2116,1033,225,4782,4324,6064,4861,1129,87,4053,3009,4923,4959,1107.857142857143,164.14285714285714,4752,3375,5610.285714285715,4068.714285714286,0.8077412614702861,0.670645822750315,1.4294773978645772,1.1609829728197116,1.7631387727819745,1.6331847202473022,6
2020-04-04T00:00:00.000+0000,541,522,4805,3735,4933,4267,1153,122,4585,4450,6365,4959,1724,317,4668,4244,6365,2116,1033,225,4782,4324,6064,4861,1057.4285714285713,206.57142857142858,4594.285714285715,3544.8571428571427,5405.714285714285,4019.5714285714284,-0.0475644968183751,1.7587251730978535,1.4728585559135898,0.9323105009400997,1.653727687988768,1.551938382433474,7
2020-04-05T00:00:00.000+0000,2025,0,4316,5903,4031,1873,541,522,4805,3735,4933,4267,1153,122,4585,4450,6365,4959,1724,317,4668,4244,6365,2116,1246.142857142857,181.85714285714286,4465.571428571428,4040.5714285714284,5353,3915.8571428571427,1.6610446143802895,-1.1103195453342432,1.3721177976716097,1.5436924736074011,1.5384045522510632,0.9053787837055747,1
2020-04-06T00:00:00.000+0000,807,515,3599,3802,3251,3912,2025,0,4316,5903,4031,1873,541,522,4805,3735,4933,4267,1153,122,4585,4450,6365,4959,1201.7142857142858,255.42857142857142,4401.142857142857,4209.571428571428,5133.142857142857,3849.5714285714284,0.35958382103823083,1.7544131796673739,1.1916215941859836,0.9551056651365816,1.3876741261373646,1.4990827589273845,2
2020-04-07T00:00:00.000+0000,1309,252,3039,3634,4289,3777,807,515,3599,3802,3251,3912,2025,0,4316,5903,4031,1873,541,522,4805,3735,4933,4267,1227.4285714285713,279,4256.285714285715,4298.857142857143,5042.571428571428,3680.714285714286,0.9857025674127782,1.355375025062852,1.0154349520307742,0.8973689919432257,1.5765900117532154,1.4765013968871736,3
2020-04-08T00:00:00.000+0000,1269,351,3836,5491,5633,3881,1309,252,3039,3634,4289,3777,807,515,3599,3802,3251,3912,2025,0,4316,5903,4031,1873,1261.142857142857,297,4121.142857142857,4465.571428571428,4981,3540.714285714286,0.9413272759837277,1.5834626642527618,1.256226233151552,1.444664841373021,1.7155479165862255,1.494027706688696,4
2020-04-09T00:00:00.000+0000,1513,410,4204,4344,4885,4286,1269,351,3836,5491,5633,3881,1309,252,3039,3634,4289,3777,807,515,3599,3802,3251,3912,1231,310.2857142857143,4054.8571428571427,4479.857142857143,4769.571428571428,3850.714285714286,1.199724628653495,1.6645466616114617,1.34671349690707,1.1290101347315287,1.648739241588315,1.5545260934164515,5
2020-04-10T00:00:00.000+0000,1405,712,3951,5903,3990,4342,1513,410,4204,4344,4885,4286,1269,351,3836,5491,5633,3881,1309,252,3039,3634,4289,3777,1267,394.57142857142856,3964.285714285714,4687.428571428572,4430.285714285715,3762.5714285714284,1.0888923964573143,1.8317506169921336,1.2857214689000434,1.5436924736074011,1.5318790386527132,1.5620219561291797,6
2020-04-11T00:00:00.000+0000,1257,475,4694,5233,2737,3114,1405,712,3951,5903,3990,4342,1513,410,4204,4344,4885,4286,1269,351,3836,5491,5633,3881,1369.2857142857142,387.85714285714283,3948.4285714285716,4901.428571428572,4116.571428571428,3597.8571428571427,0.9278503727991827,1.7263141286536394,1.4513473707722833,1.379088598724314,1.2482575028303928,1.3404477268681814,7
2020-04-12T00:00:00.000+0000,983,712,4092,5288,2946,4959,1257,475,4694,5233,2737,3114,1405,712,3951,5903,3990,4342,1513,410,4204,4344,4885,4286,1220.4285714285713,489.57142857142856,3916.4285714285716,4813.571428571428,3961.5714285714284,4038.714285714286,0.5976038613478474,1.8317506169921336,1.320349712166732,1.393310490677634,1.309731274982298,1.6331847202473022,1
2020-04-13T00:00:00.000+0000,1381,622,3153,4342,2218,3665,983,712,4092,5288,2946,4959,1257,475,4694,5233,2737,3114,1405,712,3951,5903,3990,4342,1302.4285714285713,504.85714285714283,3852.714285714286,4890.714285714285,3814,4003.4285714285716,1.063520823684855,1.8056576714427137,1.0542788713485907,1.1284007929022473,1.059766439563374,1.456599228174014,2
2020-04-14T00:00:00.000+0000,1355,275,2972,5252,1287,4959,1381,622,3153,4342,2218,3665,983,712,4092,5288,2946,4959,1257,475,4694,5233,2737,3114,1309,508.14285714285717,3843.1428571428573,5121.857142857143,3385.1428571428573,4172.285714285715,1.0357182741230335,1.4225053550568407,0.9918220521294314,1.384016778696219,0.5285412836431217,1.6331847202473022,3
2020-04-15T00:00:00.000+0000,1174,455,2667,4603,3394,3216,1355,275,2972,5252,1287,4959,1381,622,3153,4342,2218,3665,983,712,4092,5288,2946,4959,1295.4285714285713,523,3676.1428571428573,4995,3065.285714285714,4077.285714285714,0.8324842823427359,1.7097152611089168,0.8763881289672442,1.2060438050157911,1.4200486703336208,1.364518252953476,4
2020-04-16T00:00:00.000+0000,2025,526,3786,4617,2945,4959,1174,455,2667,4603,3394,3216,1355,275,2972,5252,1287,4959,1381,622,3153,4342,2218,3665,1368.5714285714287,539.5714285714286,3616.4285714285716,5034,2788.1428571428573,4173.428571428572,1.6610446143802895,1.7611165843770882,1.2430351248910023,1.2101044071593416,1.3094538065245571,1.6331847202473022,5
2020-04-17T00:00:00.000+0000,2005,712,3493,5599,3699,1979,2025,526,3786,4617,2945,4959,1174,455,2667,4603,3394,3216,1355,275,2972,5252,1287,4959,1454.2857142857142,539.5714285714286,3551,4990.571428571428,2746.5714285714284,3835.8571428571427,1.6447563684869493,1.8317506169921336,1.1609436242917583,1.471279512566185,1.4815144340336546,0.9562185798883222,6
2020-04-18T00:00:00.000+0000,1542,509,3491,5525,1945,17,2005,712,3493,5599,3699,1979,2025,526,3786,4617,2945,4959,1174,455,2667,4603,3394,3216,1495,544.4285714285714,3379.1428571428573,5032.285714285715,2633.4285714285716,3393.4285714285716,1.228590331053089,1.750583864023489,1.160353635194093,1.4530954168152728,0.9347296334725081,-0.9842778121709829,7
2020-04-19T00:00:00.000+0000,1277,501,3047,5850,1842,4902,1542,509,3491,5525,1945,17,2005,712,3493,5599,3699,1979,2025,526,3786,4617,2945,4959,1537,514.2857142857143,3229.8571428571427,5112.571428571428,2475.714285714286,3385.285714285714,0.950269397416802,1.7452780556747587,1.0182149690258462,1.5313257496432702,0.8818394454908605,1.6273942935647858,1
2020-04-20T00:00:00.000+0000,2025,0,2256,4676,1881,2380,1277,501,3047,5850,1842,4902,1542,509,3491,5525,1945,17,2005,712,3493,5599,3699,1979,1629,425.42857142857144,3101.714285714286,5160.285714285715,2427.5714285714284,3201.714285714286,1.6610446143802895,-1.1103195453342432,0.6972986102181188,1.2271039968895263,0.9022652760471421,1.1213934695863212,2
2020-04-21T00:00:00.000+0000,1744,338,2729,4301,1226,2733,2025,0,2256,4676,1881,2380,1277,501,3047,5850,1842,4902,1542,509,3491,5525,1945,17,1684.5714285714287,434.42857142857144,3067,5024.428571428572,2418.8571428571427,2883.714285714286,1.419958492824455,1.561236686604369,0.900963217583614,1.1158589507285663,0.48125634043937016,1.2379135207614131,3
2020-04-22T00:00:00.000+0000,2025,377,3370,4451,2357,2206,1744,338,2729,4301,1226,2733,2025,0,2256,4676,1881,2380,1277,501,3047,5850,1842,4902,1806.142857142857,423.2857142857143,3167.4285714285716,5002.714285714285,2270.714285714286,2739.4285714285716,1.6610446143802895,1.622828974442488,1.1238627198233508,1.1612816219446571,1.115966395458953,1.054569543744736,4
2020-04-23T00:00:00.000+0000,1636,712,2646,4583,2481,2311,2025,377,3370,4451,2357,2206,1744,338,2729,4301,1226,2733,2025,0,2256,4676,1881,2380,1750.5714285714287,449.85714285714283,3004.5714285714284,4997.857142857143,2204.4285714285716,2361.1428571428573,1.3196918747200879,1.8317506169921336,0.8679287815290414,1.2002249587805436,1.1623634809652,1.0957127420562949,5
2020-04-24T00:00:00.000+0000,1620,461,3021,5386,1870,1610,1636,712,2646,4583,2481,2311,2025,377,3370,4451,2357,2206,1744,338,2729,4301,1226,2733,1695.5714285714287,414,2937.1428571428573,4967.428571428572,1943.142857142857,2308.4285714285716,1.304444428359499,1.7148948668795376,1.009149400029368,1.4183227643240885,0.8965543545508214,0.7634917438171424,6
2020-04-25T00:00:00.000+0000,1452,402,2357,4913,1514,1656,1620,461,3021,5386,1870,1610,1636,712,2646,4583,2481,2311,2025,377,3370,4451,2357,2206,1682.7142857142858,398.7142857142857,2775.1428571428573,4880,1881.5714285714287,2542.5714285714284,1.1377849002034166,1.655183421556588,0.7440856752134547,1.2936020220367872,0.688552602718336,0.790069437426357,7
2020-04-26T00:00:00.000+0000,1662,210,2324,4463,1257,555,1452,402,2357,4913,1514,1656,1620,461,3021,5386,1870,1610,1636,712,2646,4583,2481,2311,1737.7142857142858,357.14285714285717,2671.8571428571427,4681.857142857143,1798,1921.5714285714287,1.3442484871200628,1.2011064205887823,0.7290099230108549,1.1648611131484,0.5055290700735109,-0.14816381098529885,1
2020-04-27T00:00:00.000+0000,1583,712,1739,4309,988,3742,1662,210,2324,4463,1257,555,1452,402,2357,4913,1514,1656,1620,461,3021,5386,1870,1610,1674.5714285714287,458.85714285714283,2598,4629.428571428572,1670.4285714285713,2116.1428571428573,1.2687813729337276,1.8317506169921336,0.4243297274204169,1.118313701878497,0.2767694591053664,1.4703996821514203,2
